id,a_name,b_name,a_score,b_score,season,pday,dt,a_sn,b_sn
4012941,KSV Waregem (- 2001),Standard Luik,2,2,1978,5,1978-09-24 15:00:00,4451,16
4012940,KSC Lokeren (- 2020),R Charleroi SC,1,0,1978,5,1978-09-24 15:00:00,282,246
4012939,RFC Luik,KV Kortrijk,2,0,1978,5,1978-09-24 15:00:00,4,19
4012938,R Antwerp FC,Berchem Sport,0,0,1978,5,1978-09-24 15:00:00,1,28
4012943,R Charleroi SC,Beerschot VAV,1,0,1978,6,1978-09-30 20:00:00,246,13
4012944,RWD Molenbeek (- 2002),R Antwerp FC,5,3,1978,6,1978-09-30 20:00:00,47,1
4012942,Berchem Sport,KSV Waregem (- 2001),1,1,1978,6,1978-09-30 20:00:00,28,4451
4012945,KFC Winterslag,Beringen FC (- 2002),3,1,1978,6,1978-09-30 20:00:00,322,522
4012949,Lierse SK (- 2018),KSC Lokeren (- 2020),1,1,1978,6,1978-10-01 15:00:00,30,282
4012948,KV Kortrijk,RSC Anderlecht,1,4,1978,6,1978-10-01 15:00:00,19,35
4012950,Standard Luik,RFC Luik,4,0,1978,6,1978-10-01 15:00:00,16,4
4012946,KSK Beveren (- 2010),RAA La Louviere (- 2009),3,1,1978,6,1978-10-01 15:00:00,2300,93
4012947,Club Brugge,Waterschei SV THOR (- 1988),2,0,1978,6,1978-10-01 15:00:00,3,553
4012951,KFC Winterslag,R Charleroi SC,1,2,1978,7,1978-10-03 20:00:00,322,246
4012955,RAA La Louviere (- 2009),Club Brugge,2,2,1978,7,1978-10-04 19:30:00,93,3
4012958,KSV Waregem (- 2001),RWD Molenbeek (- 2002),1,1,1978,7,1978-10-04 20:00:00,4451,47
4012957,KSC Lokeren (- 2020),KV Kortrijk,2,0,1978,7,1978-10-04 20:00:00,282,19
4012956,RFC Luik,Berchem Sport,3,1,1978,7,1978-10-04 20:00:00,4,28
4012954,Beringen FC (- 2002),Waterschei SV THOR (- 1988),2,2,1978,7,1978-10-04 20:00:00,522,553
4012953,Beerschot VAV,Lierse SK (- 2018),3,0,1978,7,1978-10-04 20:00:00,13,30
4012952,RSC Anderlecht,Standard Luik,2,0,1978,7,1978-10-04 20:00:00,35,16
4012959,R Antwerp FC,KSK Beveren (- 2010),0,0,1978,7,1978-10-05 20:00:00,1,2300
4012960,Waterschei SV THOR (- 1988),RAA La Louviere (- 2009),1,0,1978,8,1978-10-14 20:00:00,553,93
4012966,Standard Luik,KSC Lokeren (- 2020),4,3,1978,8,1978-10-15 15:00:00,16,282
4012964,Lierse SK (- 2018),KFC Winterslag,1,0,1978,8,1978-10-15 15:00:00,30,322
4012965,KV Kortrijk,Beerschot VAV,0,2,1978,8,1978-10-15 15:00:00,19,13
4012967,Berchem Sport,RSC Anderlecht,1,3,1978,8,1978-10-15 15:00:00,28,35
4012961,RWD Molenbeek (- 2002),RFC Luik,1,0,1978,8,1978-10-15 15:00:00,47,4
4012963,R Charleroi SC,Beringen FC (- 2002),0,1,1978,8,1978-10-15 15:00:00,246,522
4012962,Club Brugge,R Antwerp FC,0,0,1978,8,1978-10-15 15:00:00,3,1
4012968,RSC Anderlecht,RWD Molenbeek (- 2002),1,3,1978,9,1978-10-21 20:00:00,35,47
4012969,Beerschot VAV,Standard Luik,1,3,1978,9,1978-10-21 20:00:00,13,16
4012971,R Charleroi SC,Lierse SK (- 2018),1,4,1978,9,1978-10-21 20:00:00,246,30
4012972,Beringen FC (- 2002),RAA La Louviere (- 2009),4,1,1978,9,1978-10-21 20:00:00,522,93
4012970,KFC Winterslag,KV Kortrijk,1,0,1978,9,1978-10-21 20:00:00,322,19
4012974,R Antwerp FC,Waterschei SV THOR (- 1988),0,0,1978,9,1978-10-22 15:00:00,1,553
4012973,KSC Lokeren (- 2020),Berchem Sport,1,0,1978,9,1978-10-22 15:00:00,282,28
4012975,KSV Waregem (- 2001),Club Brugge,1,1,1978,9,1978-10-22 15:00:00,4451,3
4012976,RFC Luik,KSK Beveren (- 2010),1,2,1978,9,1978-10-22 15:00:00,4,2300
4012984,Standard Luik,KFC Winterslag,0,1,1978,10,1978-10-25 20:00:00,16,322
4012981,RAA La Louviere (- 2009),R Antwerp FC,0,2,1978,10,1978-10-25 20:00:00,93,1
4012980,Waterschei SV THOR (- 1988),KSV Waregem (- 2001),1,0,1978,10,1978-10-25 20:00:00,553,4451
4012979,Club Brugge,RFC Luik,2,1,1978,10,1978-10-25 20:00:00,3,4
4012978,KSK Beveren (- 2010),RSC Anderlecht,2,1,1978,10,1978-10-25 20:00:00,2300,35
4012985,Berchem Sport,Beerschot VAV,2,2,1978,10,1978-10-25 20:00:00,28,13
4012982,Lierse SK (- 2018),Beringen FC (- 2002),2,1,1978,10,1978-10-25 20:00:00,30,522
4012977,RWD Molenbeek (- 2002),KSC Lokeren (- 2020),0,0,1978,10,1978-10-25 20:00:00,47,282
4012983,KV Kortrijk,R Charleroi SC,0,0,1978,10,1978-10-25 20:00:00,19,246
4012987,R Charleroi SC,Berchem Sport,1,2,1978,11,1978-11-04 19:30:00,246,28
4012988,Beringen FC (- 2002),KV Kortrijk,1,1,1978,11,1978-11-04 20:00:00,522,19
4012986,KFC Winterslag,RWD Molenbeek (- 2002),2,2,1978,11,1978-11-04 20:00:00,322,47
4012991,Beerschot VAV,KSK Beveren (- 2010),0,0,1978,11,1978-11-05 15:00:00,13,2300
4012990,KSC Lokeren (- 2020),Club Brugge,0,0,1978,11,1978-11-05 15:00:00,282,3
4012989,RSC Anderlecht,Waterschei SV THOR (- 1988),1,1,1978,11,1978-11-05 15:00:00,35,553
4012993,KSV Waregem (- 2001),R Antwerp FC,0,1,1978,11,1978-11-05 15:00:00,4451,1
4012992,Lierse SK (- 2018),Standard Luik,1,3,1978,11,1978-11-05 15:00:00,30,16
4012994,RFC Luik,RAA La Louviere (- 2009),3,3,1978,11,1978-11-05 15:00:00,4,93
4012995,RAA La Louviere (- 2009),KSV Waregem (- 2001),2,0,1978,12,1978-11-11 19:30:00,93,4451
4012998,Club Brugge,RSC Anderlecht,3,0,1978,12,1978-11-12 15:00:00,3,35
4012997,KSK Beveren (- 2010),KSC Lokeren (- 2020),3,0,1978,12,1978-11-12 15:00:00,2300,282
4013000,KV Kortrijk,Lierse SK (- 2018),2,1,1978,12,1978-11-12 15:00:00,19,30
4013001,Standard Luik,R Charleroi SC,1,1,1978,12,1978-11-12 15:00:00,16,246
4013002,Berchem Sport,KFC Winterslag,1,1,1978,12,1978-11-12 15:00:00,28,322
4012996,RWD Molenbeek (- 2002),Beerschot VAV,4,0,1978,12,1978-11-12 15:00:00,47,13
4012999,R Antwerp FC,Beringen FC (- 2002),1,1,1978,12,1978-11-12 15:00:00,1,522
4013005,R Charleroi SC,RWD Molenbeek (- 2002),0,1,1978,13,1978-11-18 19:30:00,246,47
4013003,RSC Anderlecht,RAA La Louviere (- 2009),7,0,1978,13,1978-11-18 20:00:00,35,93
4013004,KFC Winterslag,KSK Beveren (- 2010),2,2,1978,13,1978-11-18 20:00:00,322,2300
4013006,Beringen FC (- 2002),KSV Waregem (- 2001),1,1,1978,13,1978-11-18 20:00:00,522,4451
4013009,Lierse SK (- 2018),Berchem Sport,1,1,1978,13,1978-11-19 15:00:00,30,28
4013007,KSC Lokeren (- 2020),Waterschei SV THOR (- 1988),2,1,1978,13,1978-11-19 15:00:00,282,553
4013008,Beerschot VAV,Club Brugge,0,2,1978,13,1978-11-19 15:00:00,13,3
4013010,KV Kortrijk,Standard Luik,1,0,1978,13,1978-11-19 15:00:00,19,16
4013011,RFC Luik,R Antwerp FC,1,1,1978,13,1978-11-19 15:00:00,4,1
4013012,Waterschei SV THOR (- 1988),RFC Luik,3,0,1978,12,1978-11-21 20:00:00,553,4
4013013,KSK Beveren (- 2010),KSV Waregem (- 2001),0,1,1978,8,1978-11-21 20:00:00,2300,4451
4013015,RAA La Louviere (- 2009),KSC Lokeren (- 2020),1,5,1978,14,1978-11-25 19:30:00,93,282
4013014,Waterschei SV THOR (- 1988),Beerschot VAV,5,0,1978,14,1978-11-25 20:00:00,553,13
4013017,KSK Beveren (- 2010),R Charleroi SC,2,1,1978,14,1978-11-26 15:00:00,2300,246
4013016,RWD Molenbeek (- 2002),Lierse SK (- 2018),2,1,1978,14,1978-11-26 15:00:00,47,30
4013018,Club Brugge,KFC Winterslag,2,2,1978,14,1978-11-26 15:00:00,3,322
4013019,R Antwerp FC,RSC Anderlecht,1,0,1978,14,1978-11-26 15:00:00,1,35
4013020,KSV Waregem (- 2001),RFC Luik,1,1,1978,14,1978-11-26 15:00:00,4451,4
4013021,Standard Luik,Beringen FC (- 2002),0,0,1978,14,1978-11-26 15:00:00,16,522
4013022,Berchem Sport,KV Kortrijk,1,0,1978,14,1978-11-26 15:00:00,28,19
4013023,RSC Anderlecht,KSV Waregem (- 2001),5,0,1978,15,1978-12-01 20:00:00,35,4451
4013026,R Charleroi SC,Club Brugge,2,1,1978,15,1978-12-02 19:30:00,246,3
4013025,KFC Winterslag,Waterschei SV THOR (- 1988),5,1,1978,15,1978-12-02 20:00:00,322,553
4013024,Beerschot VAV,RAA La Louviere (- 2009),3,0,1978,15,1978-12-02 20:00:00,13,93
4013027,KSC Lokeren (- 2020),R Antwerp FC,2,2,1978,15,1978-12-03 15:00:00,282,1
4013028,Lierse SK (- 2018),KSK Beveren (- 2010),0,1,1978,15,1978-12-03 15:00:00,30,2300
4013029,Standard Luik,Berchem Sport,1,0,1978,15,1978-12-03 15:00:00,16,28
4013030,Beringen FC (- 2002),RFC Luik,2,0,1978,15,1978-12-03 15:00:00,522,4
4013032,RAA La Louviere (- 2009),KFC Winterslag,2,0,1978,16,1978-12-09 19:30:00,93,322
4013031,Waterschei SV THOR (- 1988),R Charleroi SC,0,0,1978,16,1978-12-09 20:00:00,553,246
4013038,RFC Luik,RSC Anderlecht,4,0,1978,16,1978-12-10 15:00:00,4,35
4013039,Beringen FC (- 2002),Berchem Sport,0,0,1978,16,1978-12-10 15:00:00,522,28
4013033,RWD Molenbeek (- 2002),Standard Luik,0,0,1978,16,1978-12-10 15:00:00,47,16
4013034,KSK Beveren (- 2010),KV Kortrijk,5,0,1978,16,1978-12-10 15:00:00,2300,19
4013035,Club Brugge,Lierse SK (- 2018),2,1,1978,16,1978-12-10 15:00:00,3,30
4013036,R Antwerp FC,Beerschot VAV,2,2,1978,16,1978-12-10 15:00:00,1,13
4013037,KSV Waregem (- 2001),KSC Lokeren (- 2020),0,0,1978,16,1978-12-10 15:00:00,4451,282
4013040,RSC Anderlecht,Beringen FC (- 2002),1,0,1978,17,1978-12-15 20:00:00,35,522
4013043,R Charleroi SC,RAA La Louviere (- 2009),3,0,1978,17,1978-12-16 19:30:00,246,93
4013042,KFC Winterslag,R Antwerp FC,2,2,1978,17,1978-12-16 20:00:00,322,1
4013041,Beerschot VAV,KSV Waregem (- 2001),0,0,1978,17,1978-12-16 20:00:00,13,4451
4013045,Lierse SK (- 2018),Waterschei SV THOR (- 1988),1,0,1978,17,1978-12-17 15:00:00,30,553
4013044,KSC Lokeren (- 2020),RFC Luik,3,1,1978,17,1978-12-17 15:00:00,282,4
4013047,Standard Luik,KSK Beveren (- 2010),0,1,1978,17,1978-12-17 15:00:00,16,2300
4013046,KV Kortrijk,Club Brugge,1,1,1978,17,1978-12-17 15:00:00,19,3
4013048,Berchem Sport,RWD Molenbeek (- 2002),0,1,1978,17,1978-12-17 15:00:00,28,47
4013049,KV Kortrijk,RWD Molenbeek (- 2002),1,1,1978,15,1978-12-21 20:00:00,19,47
4013054,KV Kortrijk,RAA La Louviere (- 2009),1,1,1978,18,1979-02-03 15:00:00,19,93
4013056,Berchem Sport,Club Brugge,0,0,1978,18,1979-02-03 15:00:00,28,3
4013053,Lierse SK (- 2018),R Antwerp FC,0,0,1978,18,1979-02-03 15:00:00,30,1
4013057,Beerschot VAV,RSC Anderlecht,1,2,1978,18,1979-02-03 16:00:00,13,35
4013050,RWD Molenbeek (- 2002),KSK Beveren (- 2010),0,1,1978,18,1979-02-03 16:00:00,47,2300
4013058,R Charleroi SC,KSV Waregem (- 2001),2,1,1978,18,1979-02-03 19:30:00,246,4451
4013055,Standard Luik,Waterschei SV THOR (- 1988),0,0,1978,18,1979-02-03 20:00:00,16,553
4013052,KFC Winterslag,RFC Luik,0,0,1978,18,1979-02-03 20:00:00,322,4
4013051,KSC Lokeren (- 2020),Beringen FC (- 2002),2,1,1978,18,1979-02-03 20:00:00,282,522
4013060,R Charleroi SC,KSC Lokeren (- 2020),0,0,1978,19,1979-02-10 19:30:00,246,282
4013059,KFC Winterslag,Beerschot VAV,1,1,1978,19,1979-02-10 20:00:00,322,13
4013067,Berchem Sport,R Antwerp FC,1,0,1978,19,1979-02-11 15:00:00,28,1
4013064,Lierse SK (- 2018),RSC Anderlecht,0,1,1978,19,1979-02-11 15:00:00,30,35
4013063,Club Brugge,Beringen FC (- 2002),2,1,1978,19,1979-02-11 15:00:00,3,522
4013065,KV Kortrijk,RFC Luik,0,0,1978,19,1979-02-11 15:00:00,19,4
4013066,Standard Luik,KSV Waregem (- 2001),1,0,1978,19,1979-02-11 15:00:00,16,4451
4013062,KSK Beveren (- 2010),Waterschei SV THOR (- 1988),2,0,1978,19,1979-02-11 15:00:00,2300,553
4013061,RWD Molenbeek (- 2002),RAA La Louviere (- 2009),1,1,1978,19,1979-02-11 15:00:00,47,93
4013069,Beerschot VAV,R Charleroi SC,2,0,1978,20,1979-02-17 20:00:00,13,246
4013070,Waterschei SV THOR (- 1988),Club Brugge,2,2,1978,20,1979-02-17 20:00:00,553,3
4013068,RSC Anderlecht,KV Kortrijk,7,2,1978,20,1979-02-17 20:00:00,35,19
4013071,KSC Lokeren (- 2020),Lierse SK (- 2018),3,0,1978,20,1979-02-18 15:00:00,282,30
4013075,RFC Luik,Standard Luik,1,2,1978,20,1979-02-18 15:00:00,4,16
4013074,KSV Waregem (- 2001),Berchem Sport,0,0,1978,20,1979-02-18 15:00:00,4451,28
4013073,R Antwerp FC,RWD Molenbeek (- 2002),1,0,1978,20,1979-02-18 15:00:00,1,47
4013072,RAA La Louviere (- 2009),KSK Beveren (- 2010),2,4,1978,20,1979-02-18 15:00:00,93,2300
4013076,Beringen FC (- 2002),KFC Winterslag,0,1,1978,20,1979-02-18 15:00:00,522,322
4013079,R Charleroi SC,KFC Winterslag,2,1,1978,21,1979-03-03 19:30:00,246,322
4013078,Waterschei SV THOR (- 1988),Beringen FC (- 2002),2,1,1978,21,1979-03-03 20:00:00,553,522
4013077,KSK Beveren (- 2010),R Antwerp FC,3,1,1978,21,1979-03-03 20:00:00,2300,1
4013083,KV Kortrijk,KSC Lokeren (- 2020),1,1,1978,21,1979-03-04 15:00:00,19,282
4013082,Lierse SK (- 2018),Beerschot VAV,1,0,1978,21,1979-03-04 15:00:00,30,13
4013081,Club Brugge,RAA La Louviere (- 2009),2,1,1978,21,1979-03-04 15:00:00,3,93
4013084,Standard Luik,RSC Anderlecht,1,0,1978,21,1979-03-04 15:00:00,16,35
4013085,Berchem Sport,RFC Luik,1,1,1978,21,1979-03-04 15:00:00,28,4
4013080,RWD Molenbeek (- 2002),KSV Waregem (- 2001),5,1,1978,21,1979-03-04 15:00:00,47,4451
4013086,RSC Anderlecht,Berchem Sport,2,0,1978,22,1979-03-10 20:00:00,35,28
4013087,Beerschot VAV,KV Kortrijk,4,1,1978,22,1979-03-10 20:00:00,13,19
4013088,KFC Winterslag,Lierse SK (- 2018),4,3,1978,22,1979-03-10 20:00:00,322,30
4013090,RAA La Louviere (- 2009),Waterschei SV THOR (- 1988),2,4,1978,22,1979-03-11 15:00:00,93,553
4013089,KSC Lokeren (- 2020),Standard Luik,0,2,1978,22,1979-03-11 15:00:00,282,16
4013091,R Antwerp FC,Club Brugge,2,4,1978,22,1979-03-11 15:00:00,1,3
4013092,KSV Waregem (- 2001),KSK Beveren (- 2010),1,1,1978,22,1979-03-11 15:00:00,4451,2300
4013093,RFC Luik,RWD Molenbeek (- 2002),0,1,1978,22,1979-03-11 15:00:00,4,47
4013094,Beringen FC (- 2002),R Charleroi SC,1,0,1978,22,1979-03-11 15:00:00,522,246
4013100,RSC Anderlecht,KSC Lokeren (- 2020),1,0,1978,23,1979-03-14 20:00:00,35,282
4013101,RAA La Louviere (- 2009),Lierse SK (- 2018),1,2,1978,23,1979-03-14 20:00:00,93,30
4013102,Beringen FC (- 2002),RWD Molenbeek (- 2002),1,2,1978,23,1979-03-14 20:00:00,522,47
4013095,KSK Beveren (- 2010),Berchem Sport,2,0,1978,23,1979-03-14 20:00:00,2300,28
4013096,Club Brugge,Standard Luik,3,1,1978,23,1979-03-14 20:00:00,3,16
4013099,RFC Luik,Beerschot VAV,3,0,1978,23,1979-03-14 20:00:00,4,13
4013097,Waterschei SV THOR (- 1988),KV Kortrijk,2,3,1978,23,1979-03-14 20:00:00,553,19
4013098,KSV Waregem (- 2001),KFC Winterslag,1,0,1978,23,1979-03-14 20:00:00,4451,322
4013105,RAA La Louviere (- 2009),Beringen FC (- 2002),1,1,1978,24,1979-03-17 19:30:00,93,522
4013103,KSK Beveren (- 2010),RFC Luik,3,0,1978,24,1979-03-17 20:00:00,2300,4
4013104,Waterschei SV THOR (- 1988),R Antwerp FC,4,1,1978,24,1979-03-17 20:00:00,553,1
4013108,Lierse SK (- 2018),R Charleroi SC,1,1,1978,24,1979-03-18 15:00:00,30,246
4013109,KV Kortrijk,KFC Winterslag,0,1,1978,24,1979-03-18 15:00:00,19,322
4013107,Club Brugge,KSV Waregem (- 2001),1,0,1978,24,1979-03-18 15:00:00,3,4451
4013111,Berchem Sport,KSC Lokeren (- 2020),0,1,1978,24,1979-03-18 15:00:00,28,282
4013106,RWD Molenbeek (- 2002),RSC Anderlecht,0,2,1978,24,1979-03-18 15:00:00,47,35
4013110,Standard Luik,Beerschot VAV,1,1,1978,24,1979-03-18 15:00:00,16,13
4013112,R Antwerp FC,R Charleroi SC,2,1,1978,23,1979-03-20 20:00:00,1,246
4013115,R Charleroi SC,KV Kortrijk,2,0,1978,25,1979-03-31 19:30:00,246,19
4013116,KSV Waregem (- 2001),Waterschei SV THOR (- 1988),2,1,1978,25,1979-03-31 20:00:00,4451,553
4013117,Beringen FC (- 2002),Lierse SK (- 2018),0,0,1978,25,1979-03-31 20:00:00,522,30
4013113,RSC Anderlecht,KSK Beveren (- 2010),3,1,1978,25,1979-03-31 20:00:00,35,2300
4013114,Beerschot VAV,Berchem Sport,3,0,1978,25,1979-03-31 20:00:00,13,28
4013120,R Antwerp FC,RAA La Louviere (- 2009),2,3,1978,25,1979-04-01 15:00:00,1,93
4013119,KFC Winterslag,Standard Luik,1,3,1978,25,1979-04-01 15:00:00,322,16
4013118,KSC Lokeren (- 2020),RWD Molenbeek (- 2002),3,1,1978,25,1979-04-01 15:00:00,282,47
4013121,RFC Luik,Club Brugge,5,2,1978,25,1979-04-01 15:00:00,4,3
4013126,RAA La Louviere (- 2009),RFC Luik,2,0,1978,26,1979-04-04 19:30:00,93,4
4013124,Club Brugge,KSC Lokeren (- 2020),1,6,1978,26,1979-04-04 20:00:00,3,282
4013125,Waterschei SV THOR (- 1988),RSC Anderlecht,0,0,1978,26,1979-04-04 20:00:00,553,35
4013127,R Antwerp FC,KSV Waregem (- 2001),1,1,1978,26,1979-04-04 20:00:00,1,4451
4013128,KV Kortrijk,Beringen FC (- 2002),3,0,1978,26,1979-04-04 20:00:00,19,522
4013129,Standard Luik,Lierse SK (- 2018),2,2,1978,26,1979-04-04 20:00:00,16,30
4013130,Berchem Sport,R Charleroi SC,1,1,1978,26,1979-04-04 20:00:00,28,246
4013122,RWD Molenbeek (- 2002),KFC Winterslag,4,2,1978,26,1979-04-04 20:00:00,47,322
4013123,KSK Beveren (- 2010),Beerschot VAV,5,0,1978,26,1979-04-04 20:00:00,2300,13
4013134,R Charleroi SC,Standard Luik,1,2,1978,27,1979-04-07 19:30:00,246,16
4013131,RSC Anderlecht,Club Brugge,3,0,1978,27,1979-04-07 20:00:00,35,3
4013132,Beerschot VAV,RWD Molenbeek (- 2002),1,3,1978,27,1979-04-07 20:00:00,13,47
4013133,KFC Winterslag,Berchem Sport,3,5,1978,27,1979-04-07 20:00:00,322,28
4013135,KSV Waregem (- 2001),RAA La Louviere (- 2009),5,0,1978,27,1979-04-07 20:00:00,4451,93
4013136,Beringen FC (- 2002),R Antwerp FC,2,0,1978,27,1979-04-07 20:00:00,522,1
4013139,RFC Luik,Waterschei SV THOR (- 1988),4,0,1978,27,1979-04-08 15:00:00,4,553
4013137,KSC Lokeren (- 2020),KSK Beveren (- 2010),1,1,1978,27,1979-04-08 15:00:00,282,2300
4013138,Lierse SK (- 2018),KV Kortrijk,2,0,1978,27,1979-04-08 15:00:00,30,19
4013144,RAA La Louviere (- 2009),RSC Anderlecht,3,2,1978,28,1979-04-18 19:30:00,93,35
4013141,KSK Beveren (- 2010),KFC Winterslag,0,0,1978,28,1979-04-18 20:00:00,2300,322
4013146,KSV Waregem (- 2001),Beringen FC (- 2002),1,1,1978,28,1979-04-18 20:00:00,4451,522
4013147,Standard Luik,KV Kortrijk,1,0,1978,28,1979-04-18 20:00:00,16,19
4013148,Berchem Sport,Lierse SK (- 2018),1,0,1978,28,1979-04-18 20:00:00,28,30
4013140,RWD Molenbeek (- 2002),R Charleroi SC,2,0,1978,28,1979-04-18 20:00:00,47,246
4013145,R Antwerp FC,RFC Luik,3,0,1978,28,1979-04-18 20:00:00,1,4
4013142,Club Brugge,Beerschot VAV,2,0,1978,28,1979-04-18 20:00:00,3,13
4013143,Waterschei SV THOR (- 1988),KSC Lokeren (- 2020),1,2,1978,28,1979-04-18 20:00:00,553,282
4013151,R Charleroi SC,KSK Beveren (- 2010),2,2,1978,29,1979-04-21 19:30:00,246,2300
4013153,Beringen FC (- 2002),Standard Luik,1,0,1978,29,1979-04-21 20:00:00,522,16
4013149,RSC Anderlecht,R Antwerp FC,3,1,1978,29,1979-04-21 20:00:00,35,1
4013152,Lierse SK (- 2018),RWD Molenbeek (- 2002),0,3,1978,29,1979-04-21 20:00:00,30,47
4013150,Beerschot VAV,Waterschei SV THOR (- 1988),3,1,1978,29,1979-04-21 20:00:00,13,553
4013157,RFC Luik,KSV Waregem (- 2001),4,0,1978,29,1979-04-22 15:00:00,4,4451
4013154,KSC Lokeren (- 2020),RAA La Louviere (- 2009),7,0,1978,29,1979-04-22 15:00:00,282,93
4013156,KV Kortrijk,Berchem Sport,0,3,1978,29,1979-04-22 15:00:00,19,28
4013155,KFC Winterslag,Club Brugge,3,1,1978,29,1979-04-22 18:00:00,322,3
4013164,Berchem Sport,RAA La Louviere (- 2009),2,1,1978,30,1979-04-28 16:00:00,28,93
4013166,R Charleroi SC,RSC Anderlecht,4,1,1978,30,1979-04-28 19:30:00,246,35
4013161,Lierse SK (- 2018),RFC Luik,3,2,1978,30,1979-04-28 20:00:00,30,4
4013160,KFC Winterslag,KSC Lokeren (- 2020),2,0,1978,30,1979-04-28 20:00:00,322,282
4013165,Beerschot VAV,Beringen FC (- 2002),5,2,1978,30,1979-04-28 20:00:00,13,522
4013158,RWD Molenbeek (- 2002),Waterschei SV THOR (- 1988),2,2,1978,30,1979-04-28 20:00:00,47,553
4013159,KSK Beveren (- 2010),Club Brugge,2,0,1978,30,1979-04-28 20:00:00,2300,3
4013163,Standard Luik,R Antwerp FC,1,0,1978,30,1979-04-28 20:00:00,16,1
4013162,KV Kortrijk,KSV Waregem (- 2001),0,0,1978,30,1979-04-28 20:00:00,19,4451
4013169,RAA La Louviere (- 2009),Beerschot VAV,1,0,1978,31,1979-05-05 19:30:00,93,13
4013168,Waterschei SV THOR (- 1988),KFC Winterslag,0,0,1978,31,1979-05-05 20:00:00,553,322
4013167,RWD Molenbeek (- 2002),KV Kortrijk,2,3,1978,31,1979-05-05 20:00:00,47,19
4013172,R Antwerp FC,KSC Lokeren (- 2020),1,1,1978,31,1979-05-06 15:00:00,1,282
4013173,KSV Waregem (- 2001),RSC Anderlecht,1,1,1978,31,1979-05-06 15:00:00,4451,35
4013175,Berchem Sport,Standard Luik,1,1,1978,31,1979-05-06 15:00:00,28,16
4013174,RFC Luik,Beringen FC (- 2002),4,1,1978,31,1979-05-06 15:00:00,4,522
4013171,Club Brugge,R Charleroi SC,5,1,1978,31,1979-05-06 15:00:00,3,246
4013170,KSK Beveren (- 2010),Lierse SK (- 2018),2,0,1978,31,1979-05-06 20:00:00,2300,30
4013178,Waterschei SV THOR (- 1988),Berchem Sport,1,0,1978,32,1979-05-12 20:00:00,553,28
4013176,Beringen FC (- 2002),KSK Beveren (- 2010),0,0,1978,32,1979-05-12 20:00:00,522,2300
4013177,RSC Anderlecht,KFC Winterslag,1,2,1978,32,1979-05-12 20:00:00,35,322
4013184,RFC Luik,R Charleroi SC,1,2,1978,32,1979-05-13 15:00:00,4,246
4013179,KSC Lokeren (- 2020),Beerschot VAV,4,0,1978,32,1979-05-13 15:00:00,282,13
4013180,Club Brugge,RWD Molenbeek (- 2002),1,3,1978,32,1979-05-13 15:00:00,3,47
4013181,RAA La Louviere (- 2009),Standard Luik,0,2,1978,32,1979-05-13 15:00:00,93,16
4013182,R Antwerp FC,KV Kortrijk,3,1,1978,32,1979-05-13 15:00:00,1,19
4013183,KSV Waregem (- 2001),Lierse SK (- 2018),3,3,1978,32,1979-05-13 15:00:00,4451,30
4013190,Lierse SK (- 2018),Club Brugge,1,0,1978,33,1979-05-20 15:00:00,30,3
4013185,RSC Anderlecht,RFC Luik,4,1,1978,33,1979-05-20 15:00:00,35,4
4013186,KSC Lokeren (- 2020),KSV Waregem (- 2001),1,0,1978,33,1979-05-20 15:00:00,282,4451
4013187,Beerschot VAV,R Antwerp FC,0,3,1978,33,1979-05-20 15:00:00,13,1
4013188,KFC Winterslag,RAA La Louviere (- 2009),1,1,1978,33,1979-05-20 15:00:00,322,93
4013189,R Charleroi SC,Waterschei SV THOR (- 1988),2,1,1978,33,1979-05-20 15:00:00,246,553
4013191,KV Kortrijk,KSK Beveren (- 2010),1,1,1978,33,1979-05-20 15:00:00,19,2300
4013192,Standard Luik,RWD Molenbeek (- 2002),2,1,1978,33,1979-05-20 15:00:00,16,47
4013193,Berchem Sport,Beringen FC (- 2002),3,2,1978,33,1979-05-20 15:00:00,28,522
4013202,Beringen FC (- 2002),RSC Anderlecht,2,3,1978,34,1979-05-27 15:00:00,522,35
4013194,RWD Molenbeek (- 2002),Berchem Sport,3,1,1978,34,1979-05-27 15:00:00,47,28
4013195,KSK Beveren (- 2010),Standard Luik,1,2,1978,34,1979-05-27 15:00:00,2300,16
4013196,Club Brugge,KV Kortrijk,2,1,1978,34,1979-05-27 15:00:00,3,19
4013201,RFC Luik,KSC Lokeren (- 2020),3,0,1978,34,1979-05-27 15:00:00,4,282
4013200,KSV Waregem (- 2001),Beerschot VAV,0,3,1978,34,1979-05-27 15:00:00,4451,13
4013199,R Antwerp FC,KFC Winterslag,1,1,1978,34,1979-05-27 15:00:00,1,322
4013197,Waterschei SV THOR (- 1988),Lierse SK (- 2018),2,4,1978,34,1979-05-27 15:00:00,553,30
4013198,RAA La Louviere (- 2009),R Charleroi SC,2,4,1978,34,1979-05-27 15:00:00,93,246
4013204,R Antwerp FC,Club Brugge,0,1,1979,1,1979-08-28 20:00:00,1,3
4013203,RSC Anderlecht,KSC Lokeren (- 2020),1,2,1979,1,1979-08-28 20:00:00,35,282
4013206,Berchem Sport,Standard Luik,1,1,1979,1,1979-08-29 20:00:00,28,16
4013210,RC Luik,R Charleroi SC,0,2,1979,1,1979-08-29 20:00:00,16,246
4013209,KSK Beveren (- 2010),RWD Molenbeek (- 2002),3,0,1979,1,1979-08-29 20:00:00,2300,47
