id,a_name,b_name,a_score,b_score,season,pday,dt,a_sn,b_sn
3564826,Lierse SK (- 2018),R Antwerp FC,0,1,1988,15,1988-11-19 20:00:00,30,1
3564822,KRC Genk,KSC Lokeren (- 2020),2,1,1988,15,1988-11-19 20:00:00,322,282
3564823,RWD Molenbeek (- 2002),RC Luik,1,3,1988,15,1988-11-19 20:00:00,47,16
3564827,KSV Waregem (- 2001),KV Mechelen,3,0,1988,15,1988-11-20 15:00:00,4451,25
3564828,Standard Luik,RSC Anderlecht,2,2,1988,15,1988-11-20 15:00:00,16,35
3564829,KSK Beveren (- 2010),Sint-Truidense VV,2,1,1988,15,1988-11-20 15:00:00,2300,373
3564830,Cercle Brugge,Club Brugge,3,1,1988,15,1988-11-20 15:00:00,12,3
3564831,RSC Anderlecht,KSK Beveren (- 2010),2,0,1988,16,1988-11-26 20:00:00,35,2300
3564833,KV Mechelen,Standard Luik,2,0,1988,16,1988-11-26 20:00:00,25,16
3564832,Sint-Truidense VV,Cercle Brugge,2,1,1988,16,1988-11-26 20:00:00,373,12
3564835,Lierse SK (- 2018),R Charleroi SC,1,1,1988,16,1988-11-26 20:00:00,30,246
3564834,R Antwerp FC,KSV Waregem (- 2001),1,1,1988,16,1988-11-26 20:00:00,1,4451
3564838,KSC Lokeren (- 2020),RWD Molenbeek (- 2002),1,1,1988,16,1988-11-27 15:00:00,282,47
3564836,KV Kortrijk,VAC Beerschot (- 1999),0,0,1988,16,1988-11-27 15:00:00,19,13
3564837,RC Luik,Racing Mechelen,7,1,1988,16,1988-11-27 15:00:00,16,24
3564839,Club Brugge,KRC Genk,3,0,1988,16,1988-11-27 15:00:00,3,322
3564848,KRC Genk,Sint-Truidense VV,0,1,1988,17,1988-12-03 20:00:00,322,373
3564850,R Charleroi SC,KV Kortrijk,2,1,1988,17,1988-12-03 20:00:00,246,19
3564849,VAC Beerschot (- 1999),RC Luik,1,0,1988,17,1988-12-03 20:00:00,13,16
3564847,Standard Luik,R Antwerp FC,3,3,1988,17,1988-12-03 20:00:00,16,1
3564852,KSK Beveren (- 2010),KV Mechelen,1,1,1988,17,1988-12-04 15:00:00,2300,25
3564853,Cercle Brugge,RSC Anderlecht,1,3,1988,17,1988-12-04 15:00:00,12,35
3564854,RWD Molenbeek (- 2002),Club Brugge,1,4,1988,17,1988-12-04 15:00:00,47,3
3564855,Racing Mechelen,KSC Lokeren (- 2020),3,0,1988,17,1988-12-04 15:00:00,24,282
3564851,KSV Waregem (- 2001),Lierse SK (- 2018),0,1,1988,17,1988-12-04 15:00:00,4451,30
3564856,R Charleroi SC,RC Luik,1,1,1988,18,1988-12-10 20:00:00,246,16
3564857,VAC Beerschot (- 1999),KSC Lokeren (- 2020),2,2,1988,18,1988-12-10 20:00:00,13,282
3564858,RSC Anderlecht,KRC Genk,6,1,1988,18,1988-12-10 20:00:00,35,322
3564864,KV Kortrijk,Lierse SK (- 2018),4,1,1988,18,1988-12-11 15:00:00,19,30
3564863,KSK Beveren (- 2010),R Antwerp FC,1,1,1988,18,1988-12-11 15:00:00,2300,1
3564862,Cercle Brugge,KV Mechelen,0,2,1988,18,1988-12-11 15:00:00,12,25
3564860,Racing Mechelen,Club Brugge,1,1,1988,18,1988-12-11 15:00:00,24,3
3564859,Standard Luik,KSV Waregem (- 2001),2,1,1988,18,1988-12-11 15:00:00,16,4451
3564861,RWD Molenbeek (- 2002),Sint-Truidense VV,1,2,1988,18,1988-12-11 15:00:00,47,373
3564867,R Antwerp FC,Cercle Brugge,3,0,1988,19,1988-12-17 20:00:00,1,12
3564871,Club Brugge,VAC Beerschot (- 1999),1,0,1988,19,1988-12-17 20:00:00,3,13
3564870,Sint-Truidense VV,Racing Mechelen,0,2,1988,19,1988-12-17 20:00:00,373,24
3564868,KV Mechelen,KRC Genk,2,0,1988,19,1988-12-17 20:00:00,25,322
3564866,Lierse SK (- 2018),Standard Luik,0,3,1988,19,1988-12-17 20:00:00,30,16
3564869,RSC Anderlecht,RWD Molenbeek (- 2002),4,1,1988,19,1988-12-17 20:00:00,35,47
3564865,RC Luik,KV Kortrijk,1,1,1988,19,1988-12-17 20:00:00,16,19
3564873,KSC Lokeren (- 2020),R Charleroi SC,1,1,1988,19,1988-12-18 15:00:00,282,246
3564872,KSV Waregem (- 2001),KSK Beveren (- 2010),4,1,1988,19,1988-12-18 15:00:00,4451,2300
3564877,KRC Genk,R Antwerp FC,1,1,1988,20,1989-01-28 20:00:00,322,1
3564876,RWD Molenbeek (- 2002),KV Mechelen,0,4,1988,20,1989-01-28 20:00:00,47,25
3564875,VAC Beerschot (- 1999),Sint-Truidense VV,1,0,1988,20,1989-01-28 20:00:00,13,373
3564874,R Charleroi SC,Club Brugge,1,1,1988,20,1989-01-28 20:00:00,246,3
3564882,RC Luik,Lierse SK (- 2018),0,1,1988,20,1989-01-29 15:00:00,16,30
3564881,Racing Mechelen,RSC Anderlecht,0,4,1988,20,1989-01-29 15:00:00,24,35
3564880,KV Kortrijk,KSC Lokeren (- 2020),1,1,1988,20,1989-01-29 15:00:00,19,282
3564878,Cercle Brugge,KSV Waregem (- 2001),3,0,1988,20,1989-01-29 15:00:00,12,4451
3564879,KSK Beveren (- 2010),Standard Luik,1,0,1988,20,1989-01-29 15:00:00,2300,16
3564887,Sint-Truidense VV,R Charleroi SC,0,0,1988,21,1989-02-04 20:00:00,373,246
3564886,RSC Anderlecht,VAC Beerschot (- 1999),3,3,1988,21,1989-02-04 20:00:00,35,13
3564883,Lierse SK (- 2018),KSK Beveren (- 2010),0,2,1988,21,1989-02-04 20:00:00,30,2300
3564884,R Antwerp FC,RWD Molenbeek (- 2002),0,1,1988,21,1989-02-04 20:00:00,1,47
3564885,KV Mechelen,Racing Mechelen,3,0,1988,21,1989-02-04 20:00:00,25,24
3564891,KSV Waregem (- 2001),KRC Genk,3,1,1988,21,1989-02-05 15:00:00,4451,322
3564888,Club Brugge,KV Kortrijk,1,1,1988,21,1989-02-05 15:00:00,3,19
3564889,KSC Lokeren (- 2020),RC Luik,0,3,1988,21,1989-02-05 15:00:00,282,16
3564890,Standard Luik,Cercle Brugge,1,0,1988,21,1989-02-05 15:00:00,16,12
3564928,KRC Genk,Standard Luik,1,2,1988,22,1989-02-18 20:00:00,322,16
3564929,R Charleroi SC,RSC Anderlecht,0,0,1988,22,1989-02-18 20:00:00,246,35
3564930,VAC Beerschot (- 1999),KV Mechelen,1,3,1988,22,1989-02-18 20:00:00,13,25
3564936,KSC Lokeren (- 2020),Lierse SK (- 2018),0,1,1988,22,1989-02-19 15:00:00,282,30
3564931,RWD Molenbeek (- 2002),KSV Waregem (- 2001),1,4,1988,22,1989-02-19 15:00:00,47,4451
3564933,RC Luik,Club Brugge,0,0,1988,22,1989-02-19 15:00:00,16,3
3564934,KV Kortrijk,Sint-Truidense VV,2,2,1988,22,1989-02-19 15:00:00,19,373
3564935,Racing Mechelen,R Antwerp FC,0,2,1988,22,1989-02-19 15:00:00,24,1
3564932,Cercle Brugge,KSK Beveren (- 2010),0,1,1988,22,1989-02-19 15:00:00,12,2300
3564942,KV Mechelen,R Charleroi SC,3,0,1988,23,1989-02-25 20:00:00,25,246
3564941,R Antwerp FC,VAC Beerschot (- 1999),4,1,1988,23,1989-02-25 20:00:00,1,13
3564940,Standard Luik,RWD Molenbeek (- 2002),2,1,1988,23,1989-02-25 20:00:00,16,47
3564939,Lierse SK (- 2018),Cercle Brugge,1,1,1988,23,1989-02-25 20:00:00,30,12
3564937,RSC Anderlecht,KV Kortrijk,2,2,1988,23,1989-02-25 20:00:00,35,19
3564938,Sint-Truidense VV,RC Luik,0,4,1988,23,1989-02-25 20:00:00,373,16
3564945,KSV Waregem (- 2001),Racing Mechelen,0,1,1988,23,1989-02-26 15:00:00,4451,24
3564944,KSK Beveren (- 2010),KRC Genk,2,1,1988,23,1989-02-26 15:00:00,2300,322
3564943,Club Brugge,KSC Lokeren (- 2020),2,2,1988,23,1989-02-26 15:00:00,3,282
3564947,Racing Mechelen,Standard Luik,1,3,1988,24,1989-03-04 20:00:00,24,16
3564948,KRC Genk,Cercle Brugge,1,1,1988,24,1989-03-04 20:00:00,322,12
3564949,KSC Lokeren (- 2020),Sint-Truidense VV,4,2,1988,24,1989-03-04 20:00:00,282,373
3564950,RC Luik,RSC Anderlecht,2,0,1988,24,1989-03-04 20:00:00,16,35
3564951,R Charleroi SC,R Antwerp FC,1,4,1988,24,1989-03-04 20:00:00,246,1
3564952,Club Brugge,Lierse SK (- 2018),3,1,1988,24,1989-03-04 20:00:00,3,30
3564946,VAC Beerschot (- 1999),KSV Waregem (- 2001),1,1,1988,24,1989-03-04 20:00:00,13,4451
3564953,RWD Molenbeek (- 2002),KSK Beveren (- 2010),3,2,1988,24,1989-03-05 15:00:00,47,2300
3564954,KV Kortrijk,KV Mechelen,0,0,1988,24,1989-03-05 15:00:00,19,25
3564956,KV Mechelen,RC Luik,1,0,1988,25,1989-03-11 20:00:00,25,16
3564957,RSC Anderlecht,KSC Lokeren (- 2020),5,1,1988,25,1989-03-11 20:00:00,35,282
3564958,Sint-Truidense VV,Club Brugge,5,1,1988,25,1989-03-11 20:00:00,373,3
3564959,Lierse SK (- 2018),KRC Genk,1,0,1988,25,1989-03-11 20:00:00,30,322
3564960,KSK Beveren (- 2010),Racing Mechelen,3,0,1988,25,1989-03-11 20:00:00,2300,24
3564955,R Antwerp FC,KV Kortrijk,0,0,1988,25,1989-03-11 20:00:00,1,19
3564961,Cercle Brugge,RWD Molenbeek (- 2002),2,0,1988,25,1989-03-12 15:00:00,12,47
3564962,Standard Luik,VAC Beerschot (- 1999),2,0,1988,25,1989-03-12 15:00:00,16,13
3564963,KSV Waregem (- 2001),R Charleroi SC,1,2,1988,25,1989-03-12 15:00:00,4451,246
3564964,KV Kortrijk,KSV Waregem (- 2001),2,0,1988,26,1989-03-18 20:00:00,19,4451
3564965,R Charleroi SC,Standard Luik,0,0,1988,26,1989-03-18 20:00:00,246,16
3564968,Sint-Truidense VV,Lierse SK (- 2018),0,0,1988,26,1989-03-18 20:00:00,373,30
3564969,RWD Molenbeek (- 2002),KRC Genk,3,0,1988,26,1989-03-18 20:00:00,47,322
3564967,Racing Mechelen,Cercle Brugge,0,1,1988,26,1989-03-18 20:00:00,24,12
3564966,VAC Beerschot (- 1999),KSK Beveren (- 2010),3,1,1988,26,1989-03-18 20:00:00,13,2300
3564970,Club Brugge,RSC Anderlecht,1,1,1988,26,1989-03-19 15:00:00,3,35
3564971,KSC Lokeren (- 2020),KV Mechelen,0,3,1988,26,1989-03-19 15:00:00,282,25
3564972,RC Luik,R Antwerp FC,0,1,1988,26,1989-03-19 15:00:00,16,1
3565001,Standard Luik,KV Kortrijk,2,2,1988,27,1989-03-25 20:00:00,16,19
3565002,R Antwerp FC,KSC Lokeren (- 2020),4,1,1988,27,1989-03-25 20:00:00,1,282
3565003,KV Mechelen,Club Brugge,1,0,1988,27,1989-03-25 20:00:00,25,3
3565004,RSC Anderlecht,Sint-Truidense VV,2,2,1988,27,1989-03-25 20:00:00,35,373
3565005,Lierse SK (- 2018),RWD Molenbeek (- 2002),3,1,1988,27,1989-03-25 20:00:00,30,47
3565006,KRC Genk,Racing Mechelen,1,1,1988,27,1989-03-25 20:00:00,322,24
3565009,KSK Beveren (- 2010),R Charleroi SC,1,1,1988,27,1989-03-25 20:00:00,2300,246
3565007,Cercle Brugge,VAC Beerschot (- 1999),3,1,1988,27,1989-03-25 20:00:00,12,13
3565008,KSV Waregem (- 2001),RC Luik,1,1,1988,27,1989-03-26 15:00:00,4451,16
3564910,KSC Lokeren (- 2020),KSV Waregem (- 2001),2,1,1988,28,1989-03-29 20:00:00,282,4451
3564911,RC Luik,Standard Luik,1,0,1988,28,1989-03-29 20:00:00,16,16
3564912,KV Kortrijk,KSK Beveren (- 2010),1,1,1988,28,1989-03-29 20:00:00,19,2300
3564913,R Charleroi SC,Cercle Brugge,1,2,1988,28,1989-03-29 20:00:00,246,12
3564914,VAC Beerschot (- 1999),KRC Genk,4,2,1988,28,1989-03-29 20:00:00,13,322
3564916,Sint-Truidense VV,KV Mechelen,0,0,1988,28,1989-03-29 20:00:00,373,25
3564917,Club Brugge,R Antwerp FC,3,1,1988,28,1989-03-29 20:00:00,3,1
3564915,Racing Mechelen,RWD Molenbeek (- 2002),2,0,1988,28,1989-03-29 20:00:00,24,47
3564918,RSC Anderlecht,Lierse SK (- 2018),4,2,1988,28,1989-03-29 20:00:00,35,30
3564923,R Antwerp FC,Sint-Truidense VV,0,1,1988,29,1989-04-01 20:00:00,1,373
3564922,KV Mechelen,RSC Anderlecht,1,2,1988,29,1989-04-01 20:00:00,25,35
3564921,KSV Waregem (- 2001),Club Brugge,4,2,1988,29,1989-04-01 20:00:00,4451,3
3564924,KRC Genk,R Charleroi SC,0,2,1988,29,1989-04-01 20:00:00,322,246
3564919,KSK Beveren (- 2010),RC Luik,0,0,1988,29,1989-04-01 20:00:00,2300,16
3564920,Standard Luik,KSC Lokeren (- 2020),2,0,1988,29,1989-04-01 20:00:00,16,282
3564925,Cercle Brugge,KV Kortrijk,2,0,1988,29,1989-04-02 15:00:00,12,19
3564927,RWD Molenbeek (- 2002),VAC Beerschot (- 1999),3,0,1988,29,1989-04-02 15:00:00,47,13
3564926,Lierse SK (- 2018),Racing Mechelen,0,1,1988,29,1989-04-02 15:00:00,30,24
3565017,KV Mechelen,Lierse SK (- 2018),1,0,1988,30,1989-04-08 20:00:00,25,30
3565015,VAC Beerschot (- 1999),Racing Mechelen,2,0,1988,30,1989-04-08 20:00:00,13,24
3565014,R Charleroi SC,RWD Molenbeek (- 2002),0,0,1988,30,1989-04-08 20:00:00,246,47
3565013,RC Luik,Cercle Brugge,4,0,1988,30,1989-04-08 20:00:00,16,12
3565016,RSC Anderlecht,R Antwerp FC,1,1,1988,30,1989-04-08 20:00:00,35,1
3565012,KSC Lokeren (- 2020),KSK Beveren (- 2010),3,0,1988,30,1989-04-08 20:00:00,282,2300
3565011,Club Brugge,Standard Luik,2,0,1988,30,1989-04-08 20:00:00,3,16
3565010,Sint-Truidense VV,KSV Waregem (- 2001),2,2,1988,30,1989-04-08 20:00:00,373,4451
3565018,KV Kortrijk,KRC Genk,6,2,1988,30,1989-04-09 15:00:00,19,322
3565019,KRC Genk,RC Luik,0,1,1988,31,1989-04-15 20:00:00,322,16
3565024,Racing Mechelen,R Charleroi SC,2,0,1988,31,1989-04-15 20:00:00,24,246
3565023,Lierse SK (- 2018),VAC Beerschot (- 1999),3,0,1988,31,1989-04-15 20:00:00,30,13
3565020,KSK Beveren (- 2010),Club Brugge,3,2,1988,31,1989-04-15 20:00:00,2300,3
3565021,Standard Luik,Sint-Truidense VV,1,0,1988,31,1989-04-15 20:00:00,16,373
3565022,R Antwerp FC,KV Mechelen,0,2,1988,31,1989-04-15 20:00:00,1,25
3565025,RWD Molenbeek (- 2002),KV Kortrijk,1,0,1988,31,1989-04-16 15:00:00,47,19
3565026,Cercle Brugge,KSC Lokeren (- 2020),2,2,1988,31,1989-04-16 15:00:00,12,282
3565027,KSV Waregem (- 2001),RSC Anderlecht,0,1,1988,31,1989-04-16 15:00:00,4451,35
3565032,R Antwerp FC,Lierse SK (- 2018),1,2,1988,32,1989-04-22 20:00:00,1,30
3565031,R Charleroi SC,VAC Beerschot (- 1999),2,2,1988,32,1989-04-22 20:00:00,246,13
3565030,Sint-Truidense VV,KSK Beveren (- 2010),1,0,1988,32,1989-04-22 20:00:00,373,2300
3565029,RSC Anderlecht,Standard Luik,2,0,1988,32,1989-04-22 20:00:00,35,16
3565028,KV Mechelen,KSV Waregem (- 2001),0,0,1988,32,1989-04-22 20:00:00,25,4451
3565033,Club Brugge,Cercle Brugge,4,2,1988,32,1989-04-23 15:00:00,3,12
3565034,KSC Lokeren (- 2020),KRC Genk,0,0,1988,32,1989-04-23 15:00:00,282,322
3565035,RC Luik,RWD Molenbeek (- 2002),1,1,1988,32,1989-04-23 15:00:00,16,47
3565036,KV Kortrijk,Racing Mechelen,1,1,1988,32,1989-04-23 15:00:00,19,24
3564907,Standard Luik,KV Mechelen,3,4,1988,33,1989-05-06 20:00:00,16,25
3564908,KSV Waregem (- 2001),R Antwerp FC,1,4,1988,33,1989-05-06 20:00:00,4451,1
3564909,R Charleroi SC,Lierse SK (- 2018),1,1,1988,33,1989-05-06 20:00:00,246,30
3564906,KSK Beveren (- 2010),RSC Anderlecht,2,4,1988,33,1989-05-06 20:00:00,2300,35
3564902,Racing Mechelen,RC Luik,1,1,1988,33,1989-05-06 20:00:00,24,16
3564903,RWD Molenbeek (- 2002),KSC Lokeren (- 2020),1,2,1988,33,1989-05-06 20:00:00,47,282
