id,a_name,b_name,a_score,b_score,season,pday,dt,a_sn,b_sn,uur
2980769,Club Brugge,KSC Eendracht Aalst,0,0,1998,18,1998-12-13,3,90,15:00:00
2980768,KV Kortrijk,KRC Harelbeke,0,0,1998,18,1998-12-13,19,1615,15:00:00
2980770,KRC Genk,KSC Lokeren (- 2020),3,1,1998,18,1998-12-13,322,282,20:00:00
2980782,Lierse SK (- 2018),KRC Genk,1,1,1998,19,1998-12-18,30,322,20:00:00
2980783,KV Oostende,KAA Gent,2,2,1998,19,1998-12-19,31,7,20:00:00
2980784,KSC Lokeren (- 2020),KV Kortrijk,2,1,1998,19,1998-12-19,282,19,20:00:00
2980785,RSC Anderlecht,KSK Beveren (- 2010),3,1,1998,19,1998-12-19,35,2300,20:00:00
2980786,KFC Lommel SK (- 2003),Excelsior Mouscron (- 2009),2,3,1998,19,1998-12-19,1986,224,20:00:00
2980787,Sint-Truidense VV,KVC Westerlo,0,0,1998,19,1998-12-19,373,2024,20:00:00
2980790,KRC Harelbeke,R Charleroi SC,1,1,1998,19,1998-12-20,1615,246,15:00:00
2980789,KSC Eendracht Aalst,Standard Luik,1,0,1998,19,1998-12-20,90,16,15:00:00
2980788,Germinal Ekeren,Club Brugge,2,0,1998,19,1998-12-20,3530,3,15:00:00
2980761,Standard Luik,Lierse SK (- 2018),2,2,1998,17,1999-01-13,16,30,20:00:00
2980791,Excelsior Mouscron (- 2009),RSC Anderlecht,2,3,1998,20,1999-01-15,224,35,20:00:00
2980794,KSK Beveren (- 2010),KRC Harelbeke,0,3,1998,20,1999-01-16,2300,1615,20:00:00
2980795,R Charleroi SC,KSC Lokeren (- 2020),2,1,1998,20,1999-01-16,246,282,20:00:00
2980792,KAA Gent,Standard Luik,3,2,1998,20,1999-01-16,7,16,20:00:00
2980793,KVC Westerlo,KFC Lommel SK (- 2003),2,1,1998,20,1999-01-16,2024,1986,20:00:00
2980796,Club Brugge,Sint-Truidense VV,3,2,1998,20,1999-01-17,3,373,15:00:00
2980798,Germinal Ekeren,KSC Eendracht Aalst,1,0,1998,20,1999-01-17,3530,90,15:00:00
2980797,KV Kortrijk,Lierse SK (- 2018),3,2,1998,20,1999-01-17,19,30,15:00:00
2980799,KRC Genk,KV Oostende,3,0,1998,20,1999-01-18,322,31,20:00:00
2980802,KV Oostende,KV Kortrijk,1,3,1998,21,1999-01-23,31,19,20:00:00
2980800,KFC Lommel SK (- 2003),Club Brugge,2,1,1998,21,1999-01-23,1986,3,20:00:00
2980803,Lierse SK (- 2018),R Charleroi SC,4,0,1998,21,1999-01-23,30,246,20:00:00
2980804,RSC Anderlecht,KVC Westerlo,3,2,1998,21,1999-01-23,35,2024,20:00:00
2980805,KSC Lokeren (- 2020),KSK Beveren (- 2010),4,3,1998,21,1999-01-23,282,2300,20:00:00
2980801,Sint-Truidense VV,Germinal Ekeren,2,0,1998,21,1999-01-23,373,3530,20:00:00
2980806,KSC Eendracht Aalst,KAA Gent,0,2,1998,21,1999-01-24,90,7,15:00:00
2980807,KRC Harelbeke,Excelsior Mouscron (- 2009),0,4,1998,21,1999-01-24,1615,224,15:00:00
2980808,Standard Luik,KRC Genk,2,4,1998,21,1999-01-27,16,322,20:00:00
2980809,Club Brugge,RSC Anderlecht,2,0,1998,22,1999-01-29,3,35,20:00:00
2980812,KVC Westerlo,KRC Harelbeke,0,3,1998,22,1999-01-30,2024,1615,20:00:00
2980810,R Charleroi SC,KV Oostende,1,1,1998,22,1999-01-30,246,31,20:00:00
2980811,KRC Genk,KAA Gent,1,0,1998,22,1999-01-30,322,7,20:00:00
2980814,KSK Beveren (- 2010),Lierse SK (- 2018),1,3,1998,22,1999-01-30,2300,30,20:00:00
2980815,Sint-Truidense VV,KSC Eendracht Aalst,2,0,1998,22,1999-01-30,373,90,20:00:00
2980813,Excelsior Mouscron (- 2009),KSC Lokeren (- 2020),5,1,1998,22,1999-01-30,224,282,20:00:00
2980816,KV Kortrijk,Standard Luik,1,3,1998,22,1999-01-31,19,16,15:00:00
2980817,Germinal Ekeren,KFC Lommel SK (- 2003),1,0,1998,22,1999-01-31,3530,1986,15:00:00
2980762,KSK Beveren (- 2010),Sint-Truidense VV,0,1,1998,17,1999-02-06,2300,373,20:00:00
2980854,Lierse SK (- 2018),Excelsior Mouscron (- 2009),1,2,1998,23,1999-02-12,30,224,20:00:00
2980857,Standard Luik,R Charleroi SC,2,0,1998,23,1999-02-13,16,246,20:00:00
2980858,KSC Eendracht Aalst,KRC Genk,1,2,1998,23,1999-02-13,90,322,20:00:00
2980856,KAA Gent,KV Kortrijk,3,1,1998,23,1999-02-13,7,19,20:00:00
2980855,KFC Lommel SK (- 2003),Sint-Truidense VV,0,1,1998,23,1999-02-13,1986,373,20:00:00
2980859,KV Oostende,KSK Beveren (- 2010),1,1,1998,23,1999-02-14,31,2300,15:00:00
2980860,KRC Harelbeke,Club Brugge,0,2,1998,23,1999-02-14,1615,3,15:00:00
2980861,RSC Anderlecht,Germinal Ekeren,2,0,1998,23,1999-02-20,35,3530,20:00:00
2980863,Club Brugge,KSC Lokeren (- 2020),4,0,1998,24,1999-02-26,3,282,20:00:00
2980868,KVC Westerlo,Lierse SK (- 2018),0,2,1998,24,1999-02-27,2024,30,20:00:00
2980869,KFC Lommel SK (- 2003),KSC Eendracht Aalst,0,3,1998,24,1999-02-27,1986,90,20:00:00
2980867,Sint-Truidense VV,RSC Anderlecht,1,4,1998,24,1999-02-27,373,35,20:00:00
2980865,KSK Beveren (- 2010),Standard Luik,0,6,1998,24,1999-02-27,2300,16,20:00:00
2980864,Excelsior Mouscron (- 2009),KV Oostende,2,1,1998,24,1999-02-27,224,31,20:00:00
2980866,R Charleroi SC,KAA Gent,1,1,1998,24,1999-02-27,246,7,20:00:00
2980870,Germinal Ekeren,KRC Harelbeke,0,2,1998,24,1999-02-28,3530,1615,15:00:00
2980872,Standard Luik,Excelsior Mouscron (- 2009),2,0,1998,25,1999-03-05,16,224,20:00:00
2980877,KV Oostende,KVC Westerlo,1,1,1998,25,1999-03-06,31,2024,20:00:00
2980873,KSC Lokeren (- 2020),Germinal Ekeren,1,1,1998,25,1999-03-06,282,3530,20:00:00
2980875,KRC Genk,R Charleroi SC,2,1,1998,25,1999-03-06,322,246,20:00:00
2980874,RSC Anderlecht,KFC Lommel SK (- 2003),3,0,1998,25,1999-03-06,35,1986,20:00:00
2980876,KAA Gent,KSK Beveren (- 2010),4,1,1998,25,1999-03-06,7,2300,20:00:00
2980878,KRC Harelbeke,Sint-Truidense VV,1,1,1998,25,1999-03-07,1615,373,15:00:00
2980879,KSC Eendracht Aalst,KV Kortrijk,1,1,1998,25,1999-03-07,90,19,15:00:00
2980880,Lierse SK (- 2018),Club Brugge,5,2,1998,25,1999-03-07,30,3,20:00:00
2980871,KV Kortrijk,KRC Genk,1,3,1998,24,1999-03-10,19,322,20:00:00
2980862,KSC Lokeren (- 2020),KVC Westerlo,3,0,1998,23,1999-03-10,282,2024,20:00:00
2980881,Excelsior Mouscron (- 2009),KAA Gent,7,1,1998,26,1999-03-12,224,7,20:00:00
2980886,Sint-Truidense VV,KSC Lokeren (- 2020),7,0,1998,26,1999-03-13,373,282,20:00:00
2980884,R Charleroi SC,KV Kortrijk,2,1,1998,26,1999-03-13,246,19,20:00:00
2980885,KFC Lommel SK (- 2003),KRC Harelbeke,0,1,1998,26,1999-03-13,1986,1615,20:00:00
2980888,RSC Anderlecht,KSC Eendracht Aalst,2,1,1998,26,1999-03-13,35,90,20:00:00
2980887,Germinal Ekeren,Lierse SK (- 2018),1,1,1998,26,1999-03-13,3530,30,20:00:00
2980883,KSK Beveren (- 2010),KRC Genk,1,0,1998,26,1999-03-13,2300,322,20:00:00
2980882,KVC Westerlo,Standard Luik,3,1,1998,26,1999-03-13,2024,16,20:00:00
2980889,Club Brugge,KV Oostende,2,0,1998,26,1999-03-14,3,31,15:00:00
2980890,Standard Luik,Club Brugge,3,0,1998,27,1999-03-19,16,3,20:00:00
2980892,Lierse SK (- 2018),Sint-Truidense VV,6,0,1998,27,1999-03-20,30,373,20:00:00
2980891,KV Oostende,Germinal Ekeren,0,1,1998,27,1999-03-20,31,3530,20:00:00
2980895,KAA Gent,KVC Westerlo,2,0,1998,27,1999-03-20,7,2024,20:00:00
2980894,KRC Genk,Excelsior Mouscron (- 2009),3,0,1998,27,1999-03-20,322,224,20:00:00
2980893,KSC Lokeren (- 2020),KFC Lommel SK (- 2003),2,1,1998,27,1999-03-20,282,1986,20:00:00
2980896,KRC Harelbeke,RSC Anderlecht,1,2,1998,27,1999-03-21,1615,35,15:00:00
2980898,KV Kortrijk,KSK Beveren (- 2010),1,0,1998,27,1999-03-21,19,2300,15:00:00
2980897,KSC Eendracht Aalst,R Charleroi SC,2,2,1998,27,1999-03-21,90,246,15:00:00
2980899,RSC Anderlecht,KSC Lokeren (- 2020),1,1,1998,28,1999-04-02,35,282,20:00:00
2980907,KRC Harelbeke,KSC Eendracht Aalst,5,1,1998,28,1999-04-03,1615,90,20:00:00
2980905,KFC Lommel SK (- 2003),Lierse SK (- 2018),0,0,1998,28,1999-04-03,1986,30,20:00:00
2980904,KSK Beveren (- 2010),R Charleroi SC,1,2,1998,28,1999-04-03,2300,246,20:00:00
2980903,Excelsior Mouscron (- 2009),KV Kortrijk,3,1,1998,28,1999-04-03,224,19,20:00:00
2980902,KVC Westerlo,KRC Genk,1,1,1998,28,1999-04-03,2024,322,20:00:00
2980901,Germinal Ekeren,Standard Luik,0,1,1998,28,1999-04-03,3530,16,20:00:00
2980906,Club Brugge,KAA Gent,1,0,1998,28,1999-04-03,3,7,20:00:00
2980900,Sint-Truidense VV,KV Oostende,5,0,1998,28,1999-04-03,373,31,20:00:00
2980771,R Charleroi SC,RSC Anderlecht,0,2,1998,18,1999-04-09,246,35,20:00:00
2980935,Sint-Truidense VV,KV Kortrijk,2,2,1998,32,1999-04-11,373,19,18:00:00
2980910,Lierse SK (- 2018),RSC Anderlecht,0,0,1998,29,1999-04-17,30,35,20:00:00
2980909,Standard Luik,Sint-Truidense VV,2,0,1998,29,1999-04-17,16,373,20:00:00
2980911,KSC Lokeren (- 2020),KRC Harelbeke,1,0,1998,29,1999-04-17,282,1615,20:00:00
2980912,R Charleroi SC,Excelsior Mouscron (- 2009),1,3,1998,29,1999-04-17,246,224,20:00:00
2980913,KSC Eendracht Aalst,KSK Beveren (- 2010),0,1,1998,29,1999-04-17,90,2300,20:00:00
2980908,KAA Gent,Germinal Ekeren,1,3,1998,29,1999-04-17,7,3530,20:00:00
2980914,KV Oostende,KFC Lommel SK (- 2003),1,1,1998,29,1999-04-18,31,1986,15:00:00
2980915,KV Kortrijk,KVC Westerlo,4,2,1998,29,1999-04-18,19,2024,15:00:00
2980916,KRC Genk,Club Brugge,1,1,1998,29,1999-04-18,322,3,20:00:00
2980919,Sint-Truidense VV,KAA Gent,1,0,1998,30,1999-04-24,373,7,20:00:00
2980921,KVC Westerlo,R Charleroi SC,1,0,1998,30,1999-04-24,2024,246,20:00:00
2980918,KFC Lommel SK (- 2003),Standard Luik,3,0,1998,30,1999-04-24,1986,16,20:00:00
2980920,Germinal Ekeren,KRC Genk,0,2,1998,30,1999-04-24,3530,322,20:00:00
2980922,Excelsior Mouscron (- 2009),KSK Beveren (- 2010),1,0,1998,30,1999-04-24,224,2300,20:00:00
2980923,KSC Lokeren (- 2020),KSC Eendracht Aalst,6,2,1998,30,1999-04-24,282,90,20:00:00
2980917,RSC Anderlecht,KV Oostende,3,0,1998,30,1999-04-24,35,31,20:00:00
2980924,Club Brugge,KV Kortrijk,3,0,1998,30,1999-04-25,3,19,15:00:00
2980925,KRC Harelbeke,Lierse SK (- 2018),3,1,1998,30,1999-04-25,1615,30,15:00:00
2980926,R Charleroi SC,Club Brugge,1,2,1998,31,1999-04-30,246,3,20:00:00
2980930,KSK Beveren (- 2010),KVC Westerlo,1,0,1998,31,1999-05-01,2300,2024,20:00:00
2980928,KV Oostende,KRC Harelbeke,1,0,1998,31,1999-05-01,31,1615,20:00:00
2980929,Lierse SK (- 2018),KSC Lokeren (- 2020),2,3,1998,31,1999-05-01,30,282,20:00:00
2980927,KAA Gent,KFC Lommel SK (- 2003),2,2,1998,31,1999-05-01,7,1986,20:00:00
2980932,KSC Eendracht Aalst,Excelsior Mouscron (- 2009),1,4,1998,31,1999-05-02,90,224,15:00:00
2980931,KV Kortrijk,Germinal Ekeren,1,2,1998,31,1999-05-02,19,3530,15:00:00
2980933,Standard Luik,RSC Anderlecht,0,6,1998,31,1999-05-02,16,35,18:00:00
2980934,KRC Genk,Sint-Truidense VV,4,1,1998,31,1999-05-02,322,373,20:00:00
2980938,RSC Anderlecht,KAA Gent,4,0,1998,32,1999-05-05,35,7,20:00:00
2980939,KFC Lommel SK (- 2003),KRC Genk,0,3,1998,32,1999-05-05,1986,322,20:00:00
2980940,Germinal Ekeren,R Charleroi SC,2,0,1998,32,1999-05-05,3530,246,20:00:00
2980941,Club Brugge,KSK Beveren (- 2010),3,1,1998,32,1999-05-05,3,2300,20:00:00
2980942,KVC Westerlo,Excelsior Mouscron (- 2009),1,1,1998,32,1999-05-05,2024,224,20:00:00
2980943,Lierse SK (- 2018),KSC Eendracht Aalst,3,1,1998,32,1999-05-05,30,90,20:00:00
2980936,KSC Lokeren (- 2020),KV Oostende,1,2,1998,32,1999-05-05,282,31,20:00:00
2980937,KRC Harelbeke,Standard Luik,1,1,1998,32,1999-05-05,1615,16,20:00:00
2980944,KVC Westerlo,KSC Eendracht Aalst,1,1,1998,33,1999-05-08,2024,90,20:00:00
2980947,R Charleroi SC,Sint-Truidense VV,2,1,1998,33,1999-05-09,246,373,15:00:00
2980946,KSK Beveren (- 2010),Germinal Ekeren,2,1,1998,33,1999-05-09,2300,3530,15:00:00
2980948,KV Kortrijk,KFC Lommel SK (- 2003),4,1,1998,33,1999-05-09,19,1986,15:00:00
2980945,Excelsior Mouscron (- 2009),Club Brugge,2,0,1998,33,1999-05-09,224,3,15:00:00
2980950,KAA Gent,KRC Harelbeke,0,0,1998,33,1999-05-09,7,1615,15:00:00
2980951,Standard Luik,KSC Lokeren (- 2020),2,4,1998,33,1999-05-09,16,282,15:00:00
2980952,KV Oostende,Lierse SK (- 2018),0,6,1998,33,1999-05-09,31,30,15:00:00
2980949,KRC Genk,RSC Anderlecht,2,5,1998,33,1999-05-09,322,35,15:00:00
2980957,RSC Anderlecht,KV Kortrijk,3,1,1998,34,1999-05-16,35,19,15:00:00
2980959,Sint-Truidense VV,KSK Beveren (- 2010),1,1,1998,34,1999-05-16,373,2300,15:00:00
2980960,Germinal Ekeren,Excelsior Mouscron (- 2009),1,1,1998,34,1999-05-16,3530,224,15:00:00
2980961,Club Brugge,KVC Westerlo,5,3,1998,34,1999-05-16,3,2024,15:00:00
2980954,Lierse SK (- 2018),Standard Luik,3,0,1998,34,1999-05-16,30,16,15:00:00
2980955,KSC Lokeren (- 2020),KAA Gent,1,4,1998,34,1999-05-16,282,7,15:00:00
2980956,KRC Harelbeke,KRC Genk,1,2,1998,34,1999-05-16,1615,322,15:00:00
2980953,KSC Eendracht Aalst,KV Oostende,4,0,1998,34,1999-05-16,90,31,15:00:00
2980958,KFC Lommel SK (- 2003),R Charleroi SC,2,1,1998,34,1999-05-16,1986,246,15:00:00
2951178,KFC Verbroedering Geel (- 2008),KAA Gent,1,5,1999,1,1999-08-06,395,7,20:00:00
2951182,R Charleroi SC,KRC Harelbeke,2,1,1999,1,1999-08-07,246,1615,20:00:00
2951181,KFC Lommel SK (- 2003),KSC Lokeren (- 2020),1,0,1999,1,1999-08-07,1986,282,20:00:00
2951180,Lierse SK (- 2018),Germinal Beerschot Antwerpen,3,1,1999,1,1999-08-07,30,3530,20:00:00
2951179,KSK Beveren (- 2010),KSC Eendracht Aalst,0,2,1999,1,1999-08-07,2300,90,20:00:00
2951184,KVC Westerlo,KRC Genk,6,6,1999,1,1999-08-07,2024,322,20:00:00
2951183,Standard Luik,KV Mechelen,2,1,1999,1,1999-08-07,16,25,20:00:00
2951186,Club Brugge,Sint-Truidense VV,4,0,1999,1,1999-08-08,3,373,15:00:00
2951185,RSC Anderlecht,Excelsior Mouscron (- 2009),3,2,1999,1,1999-08-08,35,224,20:00:00
2957579,KV Mechelen,R Charleroi SC,2,1,1999,2,1999-08-14,25,246,20:00:00
2957577,KVC Westerlo,Standard Luik,2,1,1999,2,1999-08-14,2024,16,20:00:00
2957578,Sint-Truidense VV,KFC Verbroedering Geel (- 2008),1,1,1999,2,1999-08-14,373,395,20:00:00
2957581,Germinal Beerschot Antwerpen,KFC Lommel SK (- 2003),3,1,1999,2,1999-08-14,3530,1986,20:00:00
2957580,KAA Gent,KRC Genk,0,2,1999,2,1999-08-14,7,322,20:00:00
2957582,KRC Harelbeke,Excelsior Mouscron (- 2009),1,1,1999,2,1999-08-15,1615,224,15:00:00
2957585,KSC Eendracht Aalst,Lierse SK (- 2018),2,3,1999,2,1999-08-15,90,30,15:00:00
2957583,KSC Lokeren (- 2020),Club Brugge,2,5,1999,2,1999-08-15,282,3,20:00:00
2957584,RSC Anderlecht,KSK Beveren (- 2010),5,2,1999,2,1999-08-15,35,2300,20:00:00
2957740,Standard Luik,KAA Gent,0,2,1999,3,1999-08-21,16,7,20:00:00
2957741,Excelsior Mouscron (- 2009),KV Mechelen,2,0,1999,3,1999-08-21,224,25,20:00:00
2957742,R Charleroi SC,KVC Westerlo,1,2,1999,3,1999-08-21,246,2024,20:00:00
2957743,KSK Beveren (- 2010),KRC Harelbeke,2,2,1999,3,1999-08-21,2300,1615,20:00:00
2957744,KFC Verbroedering Geel (- 2008),KRC Genk,1,1,1999,3,1999-08-21,395,322,20:00:00
2957745,Sint-Truidense VV,KSC Lokeren (- 2020),1,1,1999,3,1999-08-21,373,282,20:00:00
2957746,Club Brugge,Germinal Beerschot Antwerpen,2,0,1999,3,1999-08-22,3,3530,15:00:00
2957747,KFC Lommel SK (- 2003),KSC Eendracht Aalst,3,3,1999,3,1999-08-22,1986,90,15:00:00
2957748,Lierse SK (- 2018),RSC Anderlecht,0,3,1999,3,1999-08-22,30,35,20:00:00
2957925,KSC Lokeren (- 2020),KFC Verbroedering Geel (- 2008),0,0,1999,4,1999-08-28,282,395,20:00:00
2957923,KVC Westerlo,Excelsior Mouscron (- 2009),3,0,1999,4,1999-08-28,2024,224,20:00:00
2957924,KV Mechelen,KSK Beveren (- 2010),3,1,1999,4,1999-08-28,25,2300,20:00:00
2957921,Germinal Beerschot Antwerpen,Sint-Truidense VV,3,1,1999,4,1999-08-28,3530,373,20:00:00
2957922,KAA Gent,R Charleroi SC,3,2,1999,4,1999-08-28,7,246,20:00:00
2957926,KRC Harelbeke,Lierse SK (- 2018),0,3,1999,4,1999-08-29,1615,30,15:00:00
2957928,RSC Anderlecht,KFC Lommel SK (- 2003),3,3,1999,4,1999-08-29,35,1986,20:00:00
2957927,KSC Eendracht Aalst,Club Brugge,0,2,1999,4,1999-08-29,90,3,20:00:00
2957929,KRC Genk,Standard Luik,4,0,1999,4,1999-08-29,322,16,20:00:00
2958771,KFC Verbroedering Geel (- 2008),Standard Luik,0,0,1999,5,1999-09-11,395,16,20:00:00
2958767,Lierse SK (- 2018),KV Mechelen,5,1,1999,5,1999-09-11,30,25,20:00:00
2958766,Excelsior Mouscron (- 2009),KAA Gent,5,3,1999,5,1999-09-11,224,7,20:00:00
2958769,Sint-Truidense VV,KSC Eendracht Aalst,1,5,1999,5,1999-09-11,373,90,20:00:00
2958770,KSC Lokeren (- 2020),Germinal Beerschot Antwerpen,1,1,1999,5,1999-09-11,282,3530,20:00:00
2958768,KFC Lommel SK (- 2003),KRC Harelbeke,0,2,1999,5,1999-09-11,1986,1615,20:00:00
2958773,R Charleroi SC,KRC Genk,2,1,1999,5,1999-09-12,246,322,15:00:00
2958775,Standard Luik,R Charleroi SC,1,3,1999,6,1999-09-17,16,246,20:00:00
2958778,Germinal Beerschot Antwerpen,KFC Verbroedering Geel (- 2008),4,1,1999,6,1999-09-18,3530,395,20:00:00
2958776,KRC Genk,Excelsior Mouscron (- 2009),2,2,1999,6,1999-09-18,322,224,20:00:00
2958777,KV Mechelen,KFC Lommel SK (- 2003),1,0,1999,6,1999-09-18,25,1986,20:00:00
2958779,KAA Gent,KSK Beveren (- 2010),4,1,1999,6,1999-09-18,7,2300,20:00:00
2958780,KRC Harelbeke,Club Brugge,1,1,1999,6,1999-09-19,1615,3,15:00:00
2958781,KSC Eendracht Aalst,KSC Lokeren (- 2020),1,0,1999,6,1999-09-19,90,282,15:00:00
2958783,KVC Westerlo,Lierse SK (- 2018),0,2,1999,6,1999-09-19,2024,30,20:00:00
2958782,RSC Anderlecht,Sint-Truidense VV,2,1,1999,6,1999-09-19,35,373,20:00:00
2970391,Excelsior Mouscron (- 2009),Standard Luik,1,3,1999,7,1999-09-24,224,16,20:00:00
2970397,KSK Beveren (- 2010),KRC Genk,1,4,1999,7,1999-09-25,2300,322,20:00:00
2970392,Lierse SK (- 2018),KAA Gent,2,1,1999,7,1999-09-25,30,7,20:00:00
2970393,Germinal Beerschot Antwerpen,KSC Eendracht Aalst,3,2,1999,7,1999-09-25,3530,90,20:00:00
2970394,Sint-Truidense VV,KRC Harelbeke,2,0,1999,7,1999-09-25,373,1615,20:00:00
2970395,KFC Lommel SK (- 2003),KVC Westerlo,2,2,1999,7,1999-09-25,1986,2024,20:00:00
2970396,KSC Lokeren (- 2020),RSC Anderlecht,2,3,1999,7,1999-09-25,282,35,20:00:00
2970398,KFC Verbroedering Geel (- 2008),R Charleroi SC,0,0,1999,7,1999-09-26,395,246,15:00:00
2970399,Club Brugge,KV Mechelen,6,0,1999,7,1999-09-26,3,25,15:00:00
2970400,R Charleroi SC,Excelsior Mouscron (- 2009),2,1,1999,8,1999-10-01,246,224,20:00:00
2970401,KV Mechelen,Sint-Truidense VV,3,2,1999,8,1999-10-02,25,373,20:00:00
2970402,KAA Gent,KFC Lommel SK (- 2003),6,2,1999,8,1999-10-02,7,1986,20:00:00
2970403,Standard Luik,KSK Beveren (- 2010),3,1,1999,8,1999-10-02,16,2300,20:00:00
2970405,KSC Eendracht Aalst,KFC Verbroedering Geel (- 2008),1,0,1999,8,1999-10-03,90,395,15:00:00
2970404,KRC Harelbeke,KSC Lokeren (- 2020),2,3,1999,8,1999-10-03,1615,282,15:00:00
2970406,KRC Genk,Lierse SK (- 2018),2,2,1999,8,1999-10-03,322,30,20:00:00
2970407,KVC Westerlo,Club Brugge,1,0,1999,8,1999-10-03,2024,3,20:00:00
2970408,RSC Anderlecht,Germinal Beerschot Antwerpen,2,2,1999,8,1999-10-03,35,3530,20:00:00
2970487,Germinal Beerschot Antwerpen,KRC Harelbeke,1,0,1999,9,1999-10-13,3530,1615,20:00:00
2970488,Sint-Truidense VV,KVC Westerlo,2,1,1999,9,1999-10-13,373,2024,20:00:00
2970484,Club Brugge,KAA Gent,1,3,1999,9,1999-10-13,3,7,20:00:00
2970486,KFC Verbroedering Geel (- 2008),Excelsior Mouscron (- 2009),1,4,1999,9,1999-10-13,395,224,20:00:00
2970485,Lierse SK (- 2018),Standard Luik,1,0,1999,9,1999-10-13,30,16,20:00:00
2970492,KFC Lommel SK (- 2003),KRC Genk,0,1,1999,9,1999-10-13,1986,322,20:00:00
2970491,KSK Beveren (- 2010),R Charleroi SC,1,1,1999,9,1999-10-13,2300,246,20:00:00
2970490,KSC Eendracht Aalst,RSC Anderlecht,2,3,1999,9,1999-10-13,90,35,20:00:00
2970489,KSC Lokeren (- 2020),KV Mechelen,0,2,1999,9,1999-10-13,282,25,20:00:00
2970504,KVC Westerlo,KSC Lokeren (- 2020),3,3,1999,10,1999-10-23,2024,282,20:00:00
2970503,Standard Luik,KFC Lommel SK (- 2003),4,1,1999,10,1999-10-23,16,1986,20:00:00
2970502,R Charleroi SC,Lierse SK (- 2018),1,1,1999,10,1999-10-23,246,30,20:00:00
2970501,KV Mechelen,Germinal Beerschot Antwerpen,2,0,1999,10,1999-10-23,25,3530,20:00:00
2970500,KAA Gent,Sint-Truidense VV,4,2,1999,10,1999-10-23,7,373,20:00:00
2970506,KRC Harelbeke,KSC Eendracht Aalst,1,1,1999,10,1999-10-24,1615,90,15:00:00
2970505,Excelsior Mouscron (- 2009),KSK Beveren (- 2010),3,0,1999,10,1999-10-24,224,2300,15:00:00
2970508,KRC Genk,Club Brugge,1,0,1999,10,1999-10-24,322,3,20:00:00
2970507,RSC Anderlecht,KFC Verbroedering Geel (- 2008),4,0,1999,10,1999-10-24,35,395,20:00:00
2970517,RSC Anderlecht,KRC Harelbeke,2,0,1999,11,1999-10-28,35,1615,20:30:00
2970509,Club Brugge,Standard Luik,5,2,1999,11,1999-10-30,3,16,18:00:00
2970513,KSC Lokeren (- 2020),KAA Gent,0,4,1999,11,1999-10-30,282,7,20:00:00
2970511,KFC Lommel SK (- 2003),R Charleroi SC,1,1,1999,11,1999-10-30,1986,246,20:00:00
2970512,Sint-Truidense VV,KRC Genk,0,5,1999,11,1999-10-30,373,322,20:00:00
2970514,Germinal Beerschot Antwerpen,KVC Westerlo,3,2,1999,11,1999-10-30,3530,2024,20:00:00
2970515,Lierse SK (- 2018),Excelsior Mouscron (- 2009),1,0,1999,11,1999-10-30,30,224,20:00:00
2970510,KFC Verbroedering Geel (- 2008),KSK Beveren (- 2010),1,1,1999,11,1999-10-30,395,2300,20:00:00
2970516,KSC Eendracht Aalst,KV Mechelen,2,0,1999,11,1999-10-31,90,25,15:00:00
2970518,R Charleroi SC,Club Brugge,0,2,1999,12,1999-11-05,246,3,20:00:00
2970523,Excelsior Mouscron (- 2009),KFC Lommel SK (- 2003),0,0,1999,12,1999-11-06,224,1986,20:00:00
2970519,KAA Gent,Germinal Beerschot Antwerpen,1,3,1999,12,1999-11-06,7,3530,20:00:00
2970522,KRC Genk,KSC Lokeren (- 2020),1,1,1999,12,1999-11-06,322,282,20:00:00
2970524,KSK Beveren (- 2010),Lierse SK (- 2018),1,1,1999,12,1999-11-06,2300,30,20:00:00
2970521,KV Mechelen,RSC Anderlecht,2,5,1999,12,1999-11-06,25,35,20:00:00
2970520,KVC Westerlo,KSC Eendracht Aalst,3,2,1999,12,1999-11-06,2024,90,20:00:00
2970525,Standard Luik,Sint-Truidense VV,2,1,1999,12,1999-11-06,16,373,20:00:00
2970526,KRC Harelbeke,KFC Verbroedering Geel (- 2008),3,0,1999,12,1999-11-07,1615,395,15:00:00
2970528,KRC Harelbeke,KV Mechelen,5,2,1999,13,1999-11-10,1615,25,20:00:00
2970529,KFC Verbroedering Geel (- 2008),Lierse SK (- 2018),2,1,1999,13,1999-11-10,395,30,20:00:00
2970534,KSC Eendracht Aalst,KAA Gent,4,2,1999,13,1999-11-10,90,7,20:00:00
2970533,KSC Lokeren (- 2020),Standard Luik,5,3,1999,13,1999-11-10,282,16,20:00:00
2970532,Sint-Truidense VV,R Charleroi SC,2,2,1999,13,1999-11-10,373,246,20:00:00
2970531,RSC Anderlecht,KVC Westerlo,3,0,1999,13,1999-11-10,35,2024,20:00:00
2970527,Club Brugge,Excelsior Mouscron (- 2009),1,2,1999,13,1999-11-10,3,224,20:00:00
2973424,KRC Genk,Germinal Beerschot Antwerpen,4,0,1999,13,1999-11-10,322,3530,20:00:00
2970530,KFC Lommel SK (- 2003),KSK Beveren (- 2010),0,0,1999,13,1999-11-10,1986,2300,20:00:00
2970536,KAA Gent,RSC Anderlecht,0,3,1999,14,1999-11-19,7,35,20:30:00
2970539,KV Mechelen,KFC Verbroedering Geel (- 2008),1,1,1999,14,1999-11-20,25,395,20:00:00
2970538,Lierse SK (- 2018),KFC Lommel SK (- 2003),4,0,1999,14,1999-11-20,30,1986,20:00:00
